gene	appris_tag	isoname
BCL2L14	appris_principal__2	BCL2L14-203
BCL2L14	appris_principal__2	BCL2L14-204
LRP6	appris_principal__1	LRP6-201
MANSC1	appris_principal__1	MANSC1-202
BORCS5	appris_principal__1	BORCS5-202
DUSP16	appris_principal__1	DUSP16-202
CREBL2	appris_principal__1	CREBL2-201
GPR19	appris_principal__1	GPR19-206
GPR19	appris_principal__1	GPR19-203
GPR19	appris_principal__1	GPR19-201
CDKN1B	appris_principal__1	CDKN1B-201
APOLD1	appris_principal__1	APOLD1-202
DDX47	appris_principal__1	DDX47-202
GPRC5A	appris_principal__2	GPRC5A-201
GPRC5D	appris_principal__1	GPRC5D-202
HEBP1	appris_principal__1	HEBP1-201
FAM234B	appris_principal__1	FAM234B-201
GSG1	appris_principal__3	GSG1-203
EMP1	appris_principal__1	EMP1-201
GRIN2B	appris_principal__1	GRIN2B-201
ATF7IP	appris_principal__3	ATF7IP-201
ATF7IP	appris_principal__3	ATF7IP-214
PLBD1	appris_principal__1	PLBD1-201
GUCY2C	appris_principal__1	GUCY2C-201
H4-16	appris_principal__1	H4-16-204
H2AJ	appris_principal__1	H2AJ-203
WBP11	appris_principal__1	WBP11-201
C12orf60	appris_principal__1	C12orf60-201
SMCO3	appris_principal__1	SMCO3-201
ART4	appris_principal__1	ART4-201
MGP	appris_principal__1	MGP-203
ERP27	appris_principal__1	ERP27-201
ARHGDIB	appris_principal__1	ARHGDIB-201
ARHGDIB	appris_principal__1	ARHGDIB-207
ARHGDIB	appris_principal__1	ARHGDIB-206
PDE6H	appris_principal__1	PDE6H-201
RERG	appris_principal__1	RERG-201
RERG	appris_principal__1	RERG-207
RERG	appris_principal__1	RERG-204
PTPRO	appris_principal__4	PTPRO-218
PTPRO	appris_principal__4	PTPRO-201
EPS8	appris_principal__1	EPS8-201
EPS8	appris_principal__1	EPS8-212
EPS8	appris_principal__1	EPS8-221
EPS8	appris_principal__1	EPS8-225
EPS8	appris_principal__1	EPS8-222
EPS8	appris_principal__1	EPS8-224
EPS8	appris_principal__1	EPS8-227
EPS8	appris_principal__1	EPS8-219
EPS8	appris_principal__1	EPS8-226
EPS8	appris_principal__1	EPS8-213
STRAP	appris_principal__1	STRAP-202
DERA	appris_principal__1	DERA-201
SLC15A5	appris_principal__1	SLC15A5-201
MGST1	appris_principal__1	MGST1-201
MGST1	appris_principal__1	MGST1-205
MGST1	appris_principal__1	MGST1-204
MGST1	appris_principal__1	MGST1-203
LMO3	appris_principal__1	LMO3-201
RERGL	appris_principal__1	RERGL-203
PIK3C2G	appris_principal__1	PIK3C2G-208
PIK3C2G	appris_principal__1	PIK3C2G-205
PIK3C2G	appris_principal__1	PIK3C2G-207
PLCZ1	appris_principal__2	PLCZ1-201
CAPZA3	appris_principal__1	CAPZA3-201
PLEKHA5	appris_principal__3	PLEKHA5-201
AEBP2	appris_principal__3	AEBP2-204
PDE3A	appris_principal__1	PDE3A-201
SLCO1C1	appris_principal__1	SLCO1C1-201
SLCO1B3	appris_principal__1	SLCO1B3-202
SLCO1B3	appris_principal__1	SLCO1B3-201
SLCO1B3-SLCO1B7	appris_principal__1	SLCO1B3-SLCO1B7-202
AC022335.1	appris_principal__5	AC022335.1-202
SLCO1B1	appris_principal__1	SLCO1B1-201
SLCO1A2	appris_principal__1	SLCO1A2-201
IAPP	appris_principal__1	IAPP-204
IAPP	appris_principal__1	IAPP-201
PYROXD1	appris_principal__1	PYROXD1-201
RECQL	appris_principal__1	RECQL-204
RECQL	appris_principal__1	RECQL-203
GOLT1B	appris_principal__1	GOLT1B-201
SPX	appris_principal__1	SPX-201
GYS2	appris_principal__1	GYS2-201
AC010197.2	appris_principal__1	AC010197.2-201
LDHB	appris_principal__1	LDHB-203
LDHB	appris_principal__1	LDHB-201
KCNJ8	appris_principal__1	KCNJ8-201
KCNJ8	appris_principal__1	KCNJ8-204
KCNJ8	appris_principal__1	KCNJ8-205
ABCC9	appris_principal__5	ABCC9-201
CMAS	appris_principal__1	CMAS-201
ST8SIA1	appris_principal__1	ST8SIA1-203
C2CD5	appris_principal__4	C2CD5-206
ETNK1	appris_principal__1	ETNK1-201
SOX5	appris_principal__3	SOX5-207
BCAT1	appris_principal__3	BCAT1-201
IRAG2	appris_principal__1	IRAG2-221
CASC1	appris_principal__3	CASC1-203
ETFRF1	appris_principal__1	ETFRF1-210
ETFRF1	appris_principal__1	ETFRF1-201
ETFRF1	appris_principal__1	ETFRF1-207
ETFRF1	appris_principal__1	ETFRF1-209
KRAS	appris_principal__4	KRAS-201
LMNTD1	appris_principal__3	LMNTD1-201
RASSF8	appris_principal__1	RASSF8-203
RASSF8	appris_principal__1	RASSF8-213
RASSF8	appris_principal__1	RASSF8-210
RASSF8	appris_principal__1	RASSF8-201
BHLHE41	appris_principal__1	BHLHE41-201
SSPN	appris_principal__1	SSPN-201
ITPR2	appris_principal__1	ITPR2-202
INTS13	appris_principal__1	INTS13-201
FGFR1OP2	appris_principal__1	FGFR1OP2-202
TM7SF3	appris_principal__1	TM7SF3-201
MED21	appris_principal__1	MED21-201
C12orf71	appris_principal__1	C12orf71-201
STK38L	appris_principal__1	STK38L-201
ARNTL2	appris_principal__3	ARNTL2-202
SMCO2	appris_principal__1	SMCO2-201
PPFIBP1	appris_principal__3	PPFIBP1-201
REP15	appris_principal__1	REP15-201
MRPS35	appris_principal__1	MRPS35-201
MANSC4	appris_principal__1	MANSC4-201
KLHL42	appris_principal__1	KLHL42-201
PTHLH	appris_principal__3	PTHLH-201
PTHLH	appris_principal__3	PTHLH-205
PTHLH	appris_principal__3	PTHLH-202
CCDC91	appris_principal__1	CCDC91-220
CCDC91	appris_principal__1	CCDC91-201
FAR2	appris_principal__1	FAR2-202
FAR2	appris_principal__1	FAR2-201
ERGIC2	appris_principal__1	ERGIC2-201
OVCH1	appris_principal__1	OVCH1-201
TMTC1	appris_principal__1	TMTC1-206
IPO8	appris_principal__1	IPO8-201
CAPRIN2	appris_principal__1	CAPRIN2-201
TSPAN11	appris_principal__1	TSPAN11-204
TSPAN11	appris_principal__1	TSPAN11-201
DDX11	appris_principal__1	DDX11-223
SINHCAF	appris_principal__1	SINHCAF-201
SINHCAF	appris_principal__1	SINHCAF-203
DENND5B	appris_principal__1	DENND5B-202
ETFBKMT	appris_principal__1	ETFBKMT-203
ETFBKMT	appris_principal__1	ETFBKMT-202
ETFBKMT	appris_principal__1	ETFBKMT-205
ETFBKMT	appris_principal__1	ETFBKMT-201
AMN1	appris_principal__1	AMN1-201
H3-5	appris_principal__1	H3-5-201
RESF1	appris_principal__1	RESF1-201
BICD1	appris_principal__3	BICD1-210
FGD4	appris_principal__3	FGD4-202
DNM1L	appris_principal__4	DNM1L-220
YARS2	appris_principal__1	YARS2-201
PKP2	appris_principal__1	PKP2-202
SYT10	appris_principal__1	SYT10-201
ALG10	appris_principal__1	ALG10-201
ALG10B	appris_principal__1	ALG10B-201
CPNE8	appris_principal__2	CPNE8-201
KIF21A	appris_principal__3	KIF21A-202
ABCD2	appris_principal__1	ABCD2-201
C12orf40	appris_principal__1	C12orf40-201
SLC2A13	appris_principal__1	SLC2A13-201
LRRK2	appris_principal__1	LRRK2-201
MUC19	appris_principal__1	MUC19-203
CNTN1	appris_principal__1	CNTN1-208
CNTN1	appris_principal__1	CNTN1-201
PDZRN4	appris_principal__1	PDZRN4-202
GXYLT1	appris_principal__4	GXYLT1-202
YAF2	appris_principal__1	YAF2-203
PPHLN1	appris_principal__1	PPHLN1-204
ZCRB1	appris_principal__1	ZCRB1-201
PRICKLE1	appris_principal__1	PRICKLE1-201
PRICKLE1	appris_principal__1	PRICKLE1-213
PRICKLE1	appris_principal__1	PRICKLE1-202
PRICKLE1	appris_principal__1	PRICKLE1-216
PRICKLE1	appris_principal__1	PRICKLE1-203
PRICKLE1	appris_principal__1	PRICKLE1-215
PRICKLE1	appris_principal__1	PRICKLE1-214
PRICKLE1	appris_principal__1	PRICKLE1-205
PRICKLE1	appris_principal__1	PRICKLE1-211
PRICKLE1	appris_principal__1	PRICKLE1-209
ADAMTS20	appris_principal__1	ADAMTS20-201
PUS7L	appris_principal__3	PUS7L-201
PUS7L	appris_principal__3	PUS7L-202
PUS7L	appris_principal__3	PUS7L-207
IRAK4	appris_principal__1	IRAK4-214
IRAK4	appris_principal__1	IRAK4-212
TWF1	appris_principal__1	TWF1-201
TMEM117	appris_principal__1	TMEM117-201
NELL2	appris_principal__1	NELL2-203
NELL2	appris_principal__1	NELL2-205
DBX2	appris_principal__1	DBX2-201
ANO6	appris_principal__3	ANO6-201
ARID2	appris_principal__1	ARID2-201
SCAF11	appris_principal__1	SCAF11-202
SLC38A1	appris_principal__1	SLC38A1-201
SLC38A1	appris_principal__1	SLC38A1-206
SLC38A1	appris_principal__1	SLC38A1-202
SLC38A1	appris_principal__1	SLC38A1-204
SLC38A2	appris_principal__1	SLC38A2-201
SLC38A4	appris_principal__1	SLC38A4-202
SLC38A4	appris_principal__1	SLC38A4-201
AMIGO2	appris_principal__1	AMIGO2-201
AMIGO2	appris_principal__1	AMIGO2-203
AMIGO2	appris_principal__1	AMIGO2-202
PCED1B	appris_principal__1	PCED1B-201
PCED1B	appris_principal__1	PCED1B-202
RPAP3	appris_principal__1	RPAP3-201
ENDOU	appris_principal__1	ENDOU-202
RAPGEF3	appris_principal__3	RAPGEF3-204
RAPGEF3	appris_principal__3	RAPGEF3-219
SLC48A1	appris_principal__1	SLC48A1-201
HDAC7	appris_principal__3	HDAC7-201
VDR	appris_principal__3	VDR-206
VDR	appris_principal__3	VDR-202
TMEM106C	appris_principal__1	TMEM106C-202
TMEM106C	appris_principal__1	TMEM106C-220
COL2A1	appris_principal__1	COL2A1-202
SENP1	appris_principal__2	SENP1-204
SENP1	appris_principal__2	SENP1-201
PFKM	appris_principal__3	PFKM-219
PFKM	appris_principal__3	PFKM-221
PFKM	appris_principal__3	PFKM-222
PFKM	appris_principal__3	PFKM-203
PFKM	appris_principal__3	PFKM-210
PFKM	appris_principal__3	PFKM-201
ASB8	appris_principal__1	ASB8-201
ASB8	appris_principal__1	ASB8-205
CCDC184	appris_principal__1	CCDC184-201
OR10AD1	appris_principal__1	OR10AD1-201
H1-7	appris_principal__1	H1-7-201
ZNF641	appris_principal__1	ZNF641-205
ANP32D	appris_principal__1	ANP32D-201
C12orf54	appris_principal__1	C12orf54-202
OR8S1	appris_principal__2	OR8S1-201
OR5BS1P	appris_principal__1	OR5BS1P-201
LALBA	appris_principal__1	LALBA-201
KANSL2	appris_principal__1	KANSL2-201
CCNT1	appris_principal__1	CCNT1-201
TEX49	appris_principal__1	TEX49-202
ADCY6	appris_principal__1	ADCY6-201
CACNB3	appris_principal__3	CACNB3-201
DDX23	appris_principal__1	DDX23-201
RND1	appris_principal__1	RND1-201
AC073610.2	appris_principal__1	AC073610.2-201
CCDC65	appris_principal__2	CCDC65-202
FKBP11	appris_principal__1	FKBP11-208
ARF3	appris_principal__1	ARF3-201
ARF3	appris_principal__1	ARF3-208
WNT10B	appris_principal__1	WNT10B-201
WNT1	appris_principal__1	WNT1-201
DDN	appris_principal__1	DDN-201
PRKAG1	appris_principal__1	PRKAG1-206
KMT2D	appris_principal__1	KMT2D-201
RHEBL1	appris_principal__1	RHEBL1-201
DHH	appris_principal__1	DHH-201
LMBR1L	appris_principal__1	LMBR1L-201
TUBA1B	appris_principal__1	TUBA1B-202
TUBA1A	appris_principal__1	TUBA1A-202
TUBA1A	appris_principal__1	TUBA1A-201
TUBA1C	appris_principal__1	TUBA1C-201
PRPH	appris_principal__1	PRPH-201
TROAP	appris_principal__3	TROAP-201
C1QL4	appris_principal__1	C1QL4-201
DNAJC22	appris_principal__1	DNAJC22-202
DNAJC22	appris_principal__1	DNAJC22-201
SPATS2	appris_principal__1	SPATS2-222
SPATS2	appris_principal__1	SPATS2-223
SPATS2	appris_principal__1	SPATS2-201
KCNH3	appris_principal__1	KCNH3-201
MCRS1	appris_principal__1	MCRS1-201
MCRS1	appris_principal__1	MCRS1-211
PRPF40B	appris_principal__3	PRPF40B-209
FAM186B	appris_principal__2	FAM186B-201
FMNL3	appris_principal__2	FMNL3-201
TMBIM6	appris_principal__3	TMBIM6-201
TMBIM6	appris_principal__3	TMBIM6-217
TMBIM6	appris_principal__3	TMBIM6-225
TMBIM6	appris_principal__3	TMBIM6-202
NCKAP5L	appris_principal__1	NCKAP5L-201
BCDIN3D	appris_principal__1	BCDIN3D-201
FAIM2	appris_principal__1	FAIM2-201
AQP2	appris_principal__1	AQP2-201
AQP5	appris_principal__1	AQP5-201
AQP6	appris_principal__1	AQP6-201
AQP6	appris_principal__1	AQP6-204
RACGAP1	appris_principal__1	RACGAP1-202
RACGAP1	appris_principal__1	RACGAP1-201
RACGAP1	appris_principal__1	RACGAP1-203
RACGAP1	appris_principal__1	RACGAP1-221
RACGAP1	appris_principal__1	RACGAP1-209
ASIC1	appris_principal__1	ASIC1-202
SMARCD1	appris_principal__1	SMARCD1-202
GPD1	appris_principal__1	GPD1-201
COX14	appris_principal__1	COX14-201
COX14	appris_principal__1	COX14-204
COX14	appris_principal__1	COX14-203
COX14	appris_principal__1	COX14-202
CERS5	appris_principal__3	CERS5-201
LIMA1	appris_principal__3	LIMA1-201
FAM186A	appris_principal__2	FAM186A-201
LARP4	appris_principal__3	LARP4-203
DIP2B	appris_principal__1	DIP2B-201
ATF1	appris_principal__1	ATF1-201
TMPRSS12	appris_principal__1	TMPRSS12-201
METTL7A	appris_principal__1	METTL7A-203
METTL7A	appris_principal__1	METTL7A-201
HIGD1C	appris_principal__1	HIGD1C-201
SLC11A2	appris_principal__3	SLC11A2-201
SLC11A2	appris_principal__3	SLC11A2-203
LETMD1	appris_principal__1	LETMD1-201
CSRNP2	appris_principal__1	CSRNP2-201
TFCP2	appris_principal__1	TFCP2-201
POU6F1	appris_principal__2	POU6F1-201
DAZAP2	appris_principal__1	DAZAP2-201
SMAGP	appris_principal__1	SMAGP-203
SMAGP	appris_principal__1	SMAGP-202
SMAGP	appris_principal__1	SMAGP-205
BIN2	appris_principal__1	BIN2-210
CELA1	appris_principal__1	CELA1-201
GALNT6	appris_principal__1	GALNT6-202
GALNT6	appris_principal__1	GALNT6-201
SLC4A8	appris_principal__3	SLC4A8-203
SCN8A	appris_principal__3	SCN8A-201
TMDD1	appris_principal__1	TMDD1-201
FIGNL2	appris_principal__1	FIGNL2-202
FIGNL2	appris_principal__1	FIGNL2-201
ANKRD33	appris_principal__1	ANKRD33-202
ACVRL1	appris_principal__1	ACVRL1-201
ACVR1B	appris_principal__1	ACVR1B-201
TAMALIN	appris_principal__1	TAMALIN-201
NR4A1	appris_principal__3	NR4A1-201
NR4A1	appris_principal__3	NR4A1-204
NR4A1	appris_principal__3	NR4A1-203
ATG101	appris_principal__1	ATG101-201
SMIM41	appris_principal__1	SMIM41-201
KRT80	appris_principal__1	KRT80-202
KRT7	appris_principal__1	KRT7-201
KRT86	appris_principal__1	KRT86-202
KRT86	appris_principal__1	KRT86-201
KRT81	appris_principal__2	KRT81-201
KRT83	appris_principal__1	KRT83-201
KRT85	appris_principal__1	KRT85-201
KRT84	appris_principal__1	KRT84-201
KRT82	appris_principal__1	KRT82-201
KRT75	appris_principal__1	KRT75-201
KRT6B	appris_principal__1	KRT6B-201
KRT6C	appris_principal__1	KRT6C-201
KRT6A	appris_principal__1	KRT6A-201
KRT5	appris_principal__1	KRT5-201
KRT71	appris_principal__1	KRT71-201
KRT74	appris_principal__1	KRT74-201
KRT72	appris_principal__1	KRT72-203
KRT72	appris_principal__1	KRT72-201
KRT73	appris_principal__1	KRT73-201
KRT2	appris_principal__1	KRT2-201
KRT1	appris_principal__1	KRT1-201
KRT77	appris_principal__1	KRT77-201
KRT76	appris_principal__1	KRT76-201
KRT3	appris_principal__1	KRT3-201
KRT4	appris_principal__1	KRT4-204
KRT79	appris_principal__1	KRT79-201
KRT78	appris_principal__1	KRT78-201
KRT8	appris_principal__3	KRT8-216
KRT8	appris_principal__3	KRT8-201
KRT8	appris_principal__3	KRT8-205
KRT18	appris_principal__2	KRT18-202
KRT18	appris_principal__2	KRT18-201
EIF4B	appris_principal__3	EIF4B-201
TNS2	appris_principal__4	TNS2-202
SPRYD3	appris_principal__1	SPRYD3-201
IGFBP6	appris_principal__2	IGFBP6-201
SOAT2	appris_principal__1	SOAT2-201
CSAD	appris_principal__1	CSAD-208
CSAD	appris_principal__1	CSAD-209
ZNF740	appris_principal__1	ZNF740-201
ITGB7	appris_principal__1	ITGB7-201
ITGB7	appris_principal__1	ITGB7-202
RARG	appris_principal__1	RARG-203
AC021072.1	appris_principal__1	AC021072.1-201
MFSD5	appris_principal__1	MFSD5-201
ESPL1	appris_principal__1	ESPL1-201
PFDN5	appris_principal__1	PFDN5-214
PFDN5	appris_principal__1	PFDN5-202
MYG1	appris_principal__1	MYG1-201
AAAS	appris_principal__1	AAAS-201
SP7	appris_principal__3	SP7-202
SP7	appris_principal__3	SP7-201
SP1	appris_principal__3	SP1-201
AMHR2	appris_principal__1	AMHR2-201
PRR13	appris_principal__3	PRR13-207
PRR13	appris_principal__3	PRR13-201
PCBP2	appris_principal__3	PCBP2-207
MAP3K12	appris_principal__3	MAP3K12-201
TARBP2	appris_principal__3	TARBP2-201
ATF7-NPFF	appris_principal__1	ATF7-NPFF-202
NPFF	appris_principal__1	NPFF-201
ATF7	appris_principal__1	ATF7-201
ATF7	appris_principal__1	ATF7-202
ATP5MC2	appris_principal__1	ATP5MC2-202
ATP5MC2	appris_principal__1	ATP5MC2-208
ATP5MC2	appris_principal__1	ATP5MC2-204
ATP5MC2	appris_principal__1	ATP5MC2-201
CALCOCO1	appris_principal__2	CALCOCO1-218
HOXC13	appris_principal__1	HOXC13-201
HOXC12	appris_principal__1	HOXC12-201
HOXC11	appris_principal__1	HOXC11-202
HOXC10	appris_principal__1	HOXC10-201
AC012531.3	appris_principal__1	AC012531.3-201
HOXC6	appris_principal__3	HOXC6-201
HOXC9	appris_principal__1	HOXC9-203
HOXC9	appris_principal__1	HOXC9-201
HOXC8	appris_principal__1	HOXC8-201
HOXC4	appris_principal__1	HOXC4-201
HOXC4	appris_principal__1	HOXC4-202
HOXC5	appris_principal__1	HOXC5-201
SMUG1	appris_principal__1	SMUG1-215
SMUG1	appris_principal__1	SMUG1-202
SMUG1	appris_principal__1	SMUG1-203
CBX5	appris_principal__1	CBX5-201
CBX5	appris_principal__1	CBX5-202
CBX5	appris_principal__1	CBX5-204
HNRNPA1	appris_principal__1	HNRNPA1-203
NFE2	appris_principal__1	NFE2-201
NFE2	appris_principal__1	NFE2-202
NFE2	appris_principal__1	NFE2-203
NFE2	appris_principal__1	NFE2-204
COPZ1	appris_principal__1	COPZ1-201
GPR84	appris_principal__1	GPR84-201
GPR84	appris_principal__1	GPR84-202
ZNF385A	appris_principal__3	ZNF385A-212
ZNF385A	appris_principal__3	ZNF385A-203
ZNF385A	appris_principal__3	ZNF385A-205
ITGA5	appris_principal__1	ITGA5-201
GTSF1	appris_principal__1	GTSF1-209
GTSF1	appris_principal__1	GTSF1-201
NCKAP1L	appris_principal__1	NCKAP1L-201
PDE1B	appris_principal__3	PDE1B-201
PPP1R1A	appris_principal__1	PPP1R1A-201
LACRT	appris_principal__2	LACRT-201
DCD	appris_principal__1	DCD-202
MUCL1	appris_principal__2	MUCL1-201
TESPA1	appris_principal__3	TESPA1-202
TESPA1	appris_principal__3	TESPA1-201
NEUROD4	appris_principal__1	NEUROD4-201
OR9K2	appris_principal__1	OR9K2-202
OR9K2	appris_principal__1	OR9K2-204
OR10A7	appris_principal__1	OR10A7-201
OR6C74	appris_principal__1	OR6C74-201
OR6C6	appris_principal__1	OR6C6-201
OR6C1	appris_principal__1	OR6C1-202
OR6C1	appris_principal__1	OR6C1-201
OR6C3	appris_principal__1	OR6C3-202
OR6C3	appris_principal__1	OR6C3-203
OR6C3	appris_principal__1	OR6C3-201
OR6C75	appris_principal__1	OR6C75-202
OR6C75	appris_principal__1	OR6C75-201
OR6C65	appris_principal__1	OR6C65-201
OR6C76	appris_principal__1	OR6C76-201
OR6C2	appris_principal__1	OR6C2-203
OR6C2	appris_principal__1	OR6C2-202
OR6C2	appris_principal__1	OR6C2-201
OR6C70	appris_principal__1	OR6C70-201
OR6C68	appris_principal__1	OR6C68-201
OR6C4	appris_principal__1	OR6C4-203
OR6C4	appris_principal__1	OR6C4-202
OR6C4	appris_principal__1	OR6C4-201
OR2AP1	appris_principal__1	OR2AP1-202
OR2AP1	appris_principal__1	OR2AP1-201
OR10P1	appris_principal__1	OR10P1-201
METTL7B	appris_principal__2	METTL7B-201
ITGA7	appris_principal__3	ITGA7-201
AC009779.3	appris_principal__1	AC009779.3-202
BLOC1S1	appris_principal__1	BLOC1S1-203
RDH5	appris_principal__1	RDH5-201
RDH5	appris_principal__1	RDH5-204
CD63	appris_principal__1	CD63-201
CD63	appris_principal__1	CD63-202
CD63	appris_principal__1	CD63-214
CD63	appris_principal__1	CD63-208
GDF11	appris_principal__1	GDF11-201
SARNP	appris_principal__1	SARNP-201
AC023055.1	appris_principal__5	AC023055.1-201
ORMDL2	appris_principal__1	ORMDL2-201
ORMDL2	appris_principal__1	ORMDL2-203
DNAJC14	appris_principal__1	DNAJC14-202
DNAJC14	appris_principal__1	DNAJC14-201
MMP19	appris_principal__1	MMP19-201
PYM1	appris_principal__3	PYM1-203
DGKA	appris_principal__1	DGKA-201
DGKA	appris_principal__1	DGKA-202
DGKA	appris_principal__1	DGKA-229
PMEL	appris_principal__3	PMEL-218
PMEL	appris_principal__3	PMEL-206
PMEL	appris_principal__3	PMEL-204
CDK2	appris_principal__1	CDK2-201
RAB5B	appris_principal__1	RAB5B-210
RAB5B	appris_principal__1	RAB5B-201
SUOX	appris_principal__1	SUOX-202
SUOX	appris_principal__1	SUOX-201
SUOX	appris_principal__1	SUOX-204
SUOX	appris_principal__1	SUOX-208
SUOX	appris_principal__1	SUOX-203
IKZF4	appris_principal__1	IKZF4-201
IKZF4	appris_principal__1	IKZF4-202
IKZF4	appris_principal__1	IKZF4-203
RPS26	appris_principal__1	RPS26-201
RPS26	appris_principal__1	RPS26-203
RPS26	appris_principal__1	RPS26-204
ERBB3	appris_principal__1	ERBB3-201
AC034102.2	appris_principal__1	AC034102.2-201
PA2G4	appris_principal__1	PA2G4-201
RPL41	appris_principal__1	RPL41-202
RPL41	appris_principal__1	RPL41-204
ESYT1	appris_principal__1	ESYT1-202
ZC3H10	appris_principal__1	ZC3H10-201
MYL6B	appris_principal__1	MYL6B-211
MYL6B	appris_principal__1	MYL6B-207
MYL6	appris_principal__2	MYL6-207
SMARCC2	appris_principal__4	SMARCC2-201
RNF41	appris_principal__1	RNF41-201
RNF41	appris_principal__1	RNF41-212
RNF41	appris_principal__1	RNF41-211
NABP2	appris_principal__1	NABP2-201
NABP2	appris_principal__1	NABP2-203
NABP2	appris_principal__1	NABP2-202
SLC39A5	appris_principal__1	SLC39A5-209
SLC39A5	appris_principal__1	SLC39A5-201
ANKRD52	appris_principal__1	ANKRD52-201
COQ10A	appris_principal__3	COQ10A-201
CS	appris_principal__1	CS-201
AC073896.1	appris_principal__5	AC073896.1-201
CNPY2	appris_principal__1	CNPY2-201
PAN2	appris_principal__3	PAN2-203
IL23A	appris_principal__1	IL23A-201
STAT2	appris_principal__3	STAT2-201
APOF	appris_principal__1	APOF-201
TIMELESS	appris_principal__3	TIMELESS-203
MIP	appris_principal__1	MIP-204
AC097104.1	appris_principal__1	AC097104.1-201
SPRYD4	appris_principal__1	SPRYD4-201
GLS2	appris_principal__1	GLS2-201
RBMS2	appris_principal__1	RBMS2-201
BAZ2A	appris_principal__3	BAZ2A-214
ATP5F1B	appris_principal__1	ATP5F1B-201
PTGES3	appris_principal__1	PTGES3-201
NACA	appris_principal__1	NACA-201
NACA	appris_principal__1	NACA-221
NACA	appris_principal__1	NACA-202
NACA	appris_principal__1	NACA-204
AC117378.1	appris_principal__1	AC117378.1-201
PRIM1	appris_principal__1	PRIM1-201
HSD17B6	appris_principal__1	HSD17B6-206
HSD17B6	appris_principal__1	HSD17B6-207
HSD17B6	appris_principal__1	HSD17B6-205
HSD17B6	appris_principal__1	HSD17B6-203
HSD17B6	appris_principal__1	HSD17B6-201
SDR9C7	appris_principal__1	SDR9C7-201
RDH16	appris_principal__1	RDH16-202
GPR182	appris_principal__1	GPR182-201
ZBTB39	appris_principal__1	ZBTB39-201
TAC3	appris_principal__3	TAC3-209
TAC3	appris_principal__3	TAC3-205
MYO1A	appris_principal__1	MYO1A-201
MYO1A	appris_principal__1	MYO1A-203
NEMP1	appris_principal__1	NEMP1-201
NAB2	appris_principal__3	NAB2-201
STAT6	appris_principal__1	STAT6-201
STAT6	appris_principal__1	STAT6-205
STAT6	appris_principal__1	STAT6-219
STAT6	appris_principal__1	STAT6-202
LRP1	appris_principal__1	LRP1-201
NXPH4	appris_principal__1	NXPH4-201
SHMT2	appris_principal__1	SHMT2-201
NDUFA4L2	appris_principal__1	NDUFA4L2-202
NDUFA4L2	appris_principal__1	NDUFA4L2-201
STAC3	appris_principal__1	STAC3-201
AC137834.1	appris_principal__1	AC137834.1-201
R3HDM2	appris_principal__1	R3HDM2-204
